"","Est.Lag3","2.5%-Lag3","97.5%-Lag3","SE","MF","Region"
"23",0.993032584119872,0.988202141317318,0.997886638668135,0.00248790491355012,"Precipitation","La.Araucania"
"24",0.99589241667165,0.990977826139513,1.00083138030222,0.0025240655224254,"Precipitation","Los.Lagos"
"25",0.999243611837446,0.994549525847802,1.00395985302671,0.00240244609105004,"Precipitation","Los.Rios"
"26",0.995255509400154,0.954091030938003,1.03819603881773,0.021551625808683,"Precipitation","Magallanes"
"27",1.00242208522536,0.998095567219458,1.00676735770594,0.00220687995145228,"Precipitation","Maule"
"28",1.00333748387774,0.994161579447074,1.01259807999622,0.00468756450232871,"Precipitation","Metropolitana.de.Santiago"
"29",1.00192024603844,0.997017830308338,1.00684676733543,0.00250261228344747,"Precipitation","Nuble"
"30",1.00337505269196,0.995254519643289,1.0115618432212,0.0041460689820779,"Precipitation","O.Higgins"
"31",0.936087620354674,0.540050114635626,1.62255318392533,0.280641454532862,"Precipitation","Tarapaca"
"32",1.00164247748492,0.996099176309254,1.00721662718316,0.00283147133559635,"Precipitation","Valparaiso"
"33",1.15794656257722,0.988724471676771,1.35613133910853,0.080607507099101,"Temperature Range","Antofagasta"
"34",1.01448727245384,0.917590754086285,1.12161595067038,0.0512188615566875,"Temperature Range","Arica"
"35",1.05182586099958,0.906401829623036,1.22058187186982,0.0759198235928242,"Temperature Range","Atacama"
"36",0.973226965890393,0.899304647929956,1.05322565530651,0.0403045506614434,"Temperature Range","Aysen"
"37",0.934138832736352,0.88525166011992,0.98572575250277,0.0274255570464488,"Temperature Range","Biobio"
"38",0.998509623352778,0.929513236759583,1.07262750921533,0.0365326829434032,"Temperature Range","Coquimbo"
"39",0.956478729511832,0.911444538185517,1.00373804623355,0.0246064752536645,"Temperature Range","La.Araucania"
"40",1.01061770428207,0.956521183350166,1.06777368027662,0.0280689218553219,"Temperature Range","Los.Lagos"
"41",0.938836220805531,0.885697845720051,0.995162688670473,0.0297276813226608,"Temperature Range","Los.Rios"
"42",0.95175099039381,0.787792653334948,1.1498329463736,0.0964652985508315,"Temperature Range","Magallanes"
"43",0.9584393749195,0.908746854691653,1.01084920476316,0.0271636332336106,"Temperature Range","Maule"
"44",0.951731765247007,0.91610581105602,0.988743158321474,0.0194653391287948,"Temperature Range","Metropolitana.de.Santiago"
"45",1.02478861559611,0.977474296517521,1.07439316859476,0.0241176090987012,"Temperature Range","Nuble"
"46",0.93407885014327,0.88504018527008,0.985834669211905,0.0275146921187951,"Temperature Range","O.Higgins"
"47",1.11868050700728,1.04499738253929,1.19755905389648,0.0347636445909032,"Temperature Range","Tarapaca"
"48",0.923273600255818,0.882457717351387,0.965977320123439,0.0230691689253471,"Temperature Range","Valparaiso"
"49",0.866104148961765,0.709374734286873,1.05746139606013,0.101849442744736,"TMAX","Antofagasta"
"50",1.06014616037166,0.931210469036507,1.20693432765381,0.0661628205061429,"TMAX","Arica"
"51",1.03537606540949,0.898740097994441,1.19278487653443,0.0722085189312272,"TMAX","Atacama"
"52",0.894685358542272,0.813517460034653,0.98395170369892,0.0485237041228582,"TMAX","Aysen"
"53",0.871815631576357,0.825196749441616,0.92106821309608,0.0280393559451303,"TMAX","Biobio"
"54",0.922682955396866,0.859169435095863,0.990891669796081,0.0363881851926514,"TMAX","Coquimbo"
"55",0.931356681194675,0.863769838126322,1.00423194851023,0.0384374296957863,"TMAX","La.Araucania"
"56",1.00943356177222,0.945548184415857,1.07763531507562,0.0333576404784363,"TMAX","Los.Lagos"
"57",0.808946400607957,0.755589345963974,0.866071342260258,0.0348142241850572,"TMAX","Los.Rios"
"58",0.927947997559389,0.797937188286453,1.07914194101373,0.0770145841263206,"TMAX","Magallanes"
"59",0.929350074077124,0.878932444626387,0.982659777173534,0.0284584090708712,"TMAX","Maule"
"60",0.865995737578569,0.829165813168299,0.904461575229019,0.0221737929416479,"TMAX","Metropolitana.de.Santiago"
"61",0.97011398148365,0.920007239881364,1.02294970764732,0.0270576562876443,"TMAX","Nuble"
"62",0.884779348543037,0.824101375067499,0.949924996234985,0.0362479823431116,"TMAX","O.Higgins"
"63",1.11250607538076,1.02288446646728,1.20998002055268,0.0428521402102923,"TMAX","Tarapaca"
"64",0.959109099161175,0.893315503509335,1.02974846006817,0.036258322375909,"TMAX","Valparaiso"
"65",0.780081541313671,0.665585182222018,0.914273976272697,0.0809871143780839,"TMIN","Antofagasta"
"66",1.05244549657838,0.885175708216436,1.25132390438045,0.0883106093777008,"TMIN","Arica"
"67",1.01226024323737,0.869624829043125,1.17829064421546,0.0774907537477305,"TMIN","Atacama"
"68",0.927307178628164,0.836926679294355,1.02744795309948,0.0523215797699292,"TMIN","Aysen"
"69",0.955570947056547,0.905581188916289,1.00832023239272,0.0274148286945394,"TMIN","Biobio"
"70",0.860471278364089,0.783462695252515,0.945049235115004,0.0478359757004134,"TMIN","Coquimbo"
"71",1.01273441324372,0.962261481812178,1.0658547714459,0.0260836767885006,"TMIN","La.Araucania"
"72",0.976511243855648,0.898532332206865,1.06125753653678,0.0424617876283017,"TMIN","Los.Lagos"
"73",0.987222545019387,0.924597659974235,1.05408914123978,0.0334377621454728,"TMIN","Los.Rios"
"74",0.911528389204271,0.76352953197896,1.08821462631812,0.0903949955064281,"TMIN","Magallanes"
"75",0.965146352505095,0.905976469985539,1.02818065657793,0.0322793768550979,"TMIN","Maule"
"76",0.902488537991223,0.852295201556252,0.955637858477112,0.029195966238388,"TMIN","Metropolitana.de.Santiago"
"77",0.94055354653066,0.890636859121131,0.993267867629412,0.0278228593933183,"TMIN","Nuble"
"78",0.995195000957956,0.936901763039136,1.0571151950008,0.0307966189993511,"TMIN","O.Higgins"
"79",0.887639436749867,0.777314517501807,1.01362286684912,0.0677158197764741,"TMIN","Tarapaca"
"80",1.07527795758835,1.02185809825072,1.13149045650728,0.0259987217771583,"TMIN","Valparaiso"
"81",0.753855125126149,0.590063349217344,0.963112774980428,0.124987146215686,"Average Temperature","Antofagasta"
"82",1.0716848462239,0.842747924646155,1.36281369082952,0.122614202127426,"Average Temperature","Arica"
"83",0.875021514389239,0.644546601180732,1.18790891029669,0.155972941661717,"Average Temperature","Atacama"
"84",0.815592164824594,0.714114949673245,0.931489502674094,0.0677923113592235,"Average Temperature","Aysen"
"85",0.918802818546158,0.857717006306363,0.984239105860553,0.0351013199164914,"Average Temperature","Biobio"
"86",0.768398006012651,0.673103439663262,0.877183893072362,0.0675567611262602,"Average Temperature","Coquimbo"
"87",0.956222194977619,0.888739173445686,1.02882928252481,0.0373407414021118,"Average Temperature","La.Araucania"
"88",0.92621848157684,0.842677417256245,1.01804161123454,0.0482283983035168,"Average Temperature","Los.Lagos"
"89",0.871578310182801,0.795367174826956,0.955091905755829,0.0466854775207674,"Average Temperature","Los.Rios"
"90",0.902268550049619,0.760594965843677,1.0703312182794,0.087150186237142,"Average Temperature","Magallanes"
"91",0.951313397455262,0.88488781299971,1.02272532956465,0.036930618111496,"Average Temperature","Maule"
"92",0.783975496446402,0.7320646805096,0.839567316101821,0.0349541595968719,"Average Temperature","Metropolitana.de.Santiago"
"93",1.0185486050574,0.995429840244552,1.04220430101784,0.0117141502532276,"Average Temperature","Nuble"
"94",0.857588190968812,0.799831197267075,0.919515902608109,0.0355737752964616,"Average Temperature","O.Higgins"
"95",0.995832461442587,0.843257209828968,1.17601400818611,0.0848520735023054,"Average Temperature","Tarapaca"
"96",1.10075460407759,1.02776181031914,1.17893142772232,0.0350070259952319,"Average Temperature","Valparaiso"
"97",1.11468332534975,0.673820338703696,1.84399140905,0.256822124688992,"Wind Speed","Antofagasta"
"98",0.614642497266191,0.332405448514211,1.13651987695824,0.313620731854171,"Wind Speed","Arica"
"99",1.19068306488786,0.871984197230067,1.62586221804738,0.158937167565655,"Wind Speed","Atacama"
"100",1.04246558761019,0.868961125680241,1.25061348457992,0.092882091384259,"Wind Speed","Aysen"
"101",1.03502892704561,0.972723663873035,1.10132499044561,0.0316764068254747,"Wind Speed","Biobio"
"102",0.983960839468047,0.827176803058686,1.17046190128469,0.0885565447650542,"Wind Speed","Coquimbo"
"103",0.929581701046651,0.808104907491429,1.06931925658421,0.0714517287820983,"Wind Speed","La.Araucania"
"104",1.12041320116574,0.957440425299653,1.3111267376804,0.080200109283937,"Wind Speed","Los.Lagos"
"105",1.03168717198354,0.932342166820311,1.1416178080472,0.0516595681726896,"Wind Speed","Los.Rios"
"106",0.996483409996345,0.852810387263613,1.16436103643635,0.0794378156666115,"Wind Speed","Magallanes"
"107",1.18129667283795,1.02761296415467,1.35796440677052,0.0711105456087368,"Wind Speed","Maule"
"108",0.56008652833443,0.43729473145319,0.717358103490652,0.126269604024387,"Wind Speed","Metropolitana.de.Santiago"
"109",1.0581843106779,0.937097430768392,1.19491741050523,0.0620024380304666,"Wind Speed","Nuble"
"110",0.961043938050467,0.704594069389823,1.31083341598857,0.158369379573675,"Wind Speed","O.Higgins"
"111",0.949324582641681,0.718141356451515,1.25493004282737,0.142392586470066,"Wind Speed","Tarapaca"
"112",0.777206449937225,0.639032219358688,0.945257293020731,0.0998748667405439,"Wind Speed","Valparaiso"
